subject	screen_resolution	total_time	image_load	age	gender-categorical	gender-free-response	ethnicity	race	education	free-response
o57f72qegd5l9d1jm94msjcb	[912, 1368]	418.959	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	I thoroughly enjoyed this
o7hgvk3h6aowiopffw7p938l	[1920, 1080]	213.465	True	18	Female		Not Hispanic or Latino	['White']	Some college	
o7n6ozmpmpwzjvrvr1yytrwm	[864, 1536]	338.442	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	
o7rxzuz5atxnw0u0dchrmek4	[768, 1366]	519.167	True	39	Male		Not Hispanic or Latino	['White']	Master degree or higher	
o8umkr95qyly8rgf0rtmcy3s	[864, 1536]	184.754	True	24	Female		Hispanic or Latino	['White']	Some college	no comment
o9j1qefu3fwjyvghu3tgvu19	[900, 1440]	278.26	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
o9miomtb3mn9v5vsryhadm2u	[1080, 1920]	304.178	True	35	Male		Not Hispanic or Latino	['Asian']	Some college	no comment
ocanhvhg30leak7ex0xpi5hq	[900, 1440]	382.615	True	21	Male		Not Hispanic or Latino	['Asian']	Bachelor degree	
oevt4l3i1drw88b245fiauez	[800, 1280]	520.66	True	23	Male		Hispanic or Latino	['White']	Bachelor degree	
oiw4yo62qfbcdmqsuh8q9zh8	[768, 1366]	406.703	True	49	Female		Not Hispanic or Latino	['White']	Master degree or higher	
ok0jax58iaau8xyhf3qzwcok	[1440, 2560]	427.186	True	33	Male		Not Hispanic or Latino	['White']	High school	This was significantly harder than I expected, I almost feel like I got any correct as an accident! 
ok87f166tplnhejuz7yp63uk	[1568, 980]	217.832	True	37	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
ongrwq33bi7cdwlh5bt0he7a	[853, 1517]	401.367	True	41	Male		Not Hispanic or Latino	['White']	Master degree or higher	
onppwclnibwpobe1j8trle6z	[900, 1440]	288.592	True	21	Male		Not Hispanic or Latino	['Black or African American']	Some college	
oqrdgfsl1w4vkylusrzac9f2	[900, 1440]	419.706	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
os36a81toy3zuqad24e8dtc1	[800, 1422]	395.363	True	22	Male		Not Hispanic or Latino	['White']	Some college	
ossnddhxij8isfps0srjzpau	[1080, 1920]	378.56	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
otcp91md9ccy9hqjo5pqzqnt	[720, 1280]	324.001	True	19	Male		Not Hispanic or Latino	['White']	Some college	no comment
otm2dayq6chz01zfbqkgks2d	[1080, 1920]	363.227	True	25	Male		Not Hispanic or Latino	['White']	Some college	
otxcpwcp3ndwuyi1lv2zplme	[1650, 980]	550.557	True	30	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	No
oul09m7dxdgmnc1c5p32whr5	[800, 1280]	281.844	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	
ouw6wphsab42qxavim9erpan	[900, 1440]	422.876	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ov9w3zi9f3y60i7dgc4ufivb	[900, 1440]	365.063	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ovx7ikbmmf6md5l0p23t67sz	[683, 1708]	352.62	True	45	Male		Not Hispanic or Latino	['White']	Master degree or higher	no comment
ow11qtrv2g8vosx5a572rt0x	[1440, 2560]	376.119	True	25	Male		Not Hispanic or Latino	['White']	High school	no comment
owqpf659onftyp18ksy7ksrd	[900, 1440]	414.476	True	21	Female		Not Hispanic or Latino	['Asian']	High school	
oxovawzdedi58ogubpguulrg	[768, 1366]	286.128	True	27	Male		Hispanic or Latino	['Rather not say']	Master degree or higher	very difficult.
oz0snqurzdqjccqcxakaxlpz	[1050, 1680]	359.362	True	28	Male		Not Hispanic or Latino	['White']	Master degree or higher	
oz9hqthy74lrv45itbc7rlyh	[864, 1536]	323.915	True	20	Female		Not Hispanic or Latino	['White']	Some college	
p0gubdem9cy31mmst2ju5xfa	[1080, 1920]	533.56	True	67	Male		Not Hispanic or Latino	['White']	Master degree or higher	wow. some were really tough, took a while to get some rhythm going. thanks! 
p0zfz586atp2z9eeyuic1z0j	[1200, 1920]	414.778	True	25	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	N/A
p160r00itrmxr9ncm3cop402	[800, 1422]	286.131	True	21	Female		Not Hispanic or Latino	['White']	Some college	
p1k6ps1m422g149e4lajkpt3	[864, 1536]	372.386	True	22	Female		Hispanic or Latino	['White']	Associate degree	
p2fjrflncvz6cnssj5zuodug	[900, 1440]	508.644	True	21	Male		Not Hispanic or Latino	['White']	Bachelor degree	
p2gx2i4tp0sbon7r3746jdl1	[720, 1280]	323.837	True	18	Female		Not Hispanic or Latino	['White']	Some college	
p3s38on2ubay3ud6eixyr7tr	[900, 1440]	333.792	True	18	Male		Rather not say	['Asian']	Some college	
p5lmgzkltftwd05idxc63vps	[1672, 980]	555.496	True	36	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
p7cnf5il17pw49g0p68p44mj	[1080, 1920]	364.695	True	47	Male		Not Hispanic or Latino	['White']	Some college	Thanks for the opportunity!
p7i7qssivxd7zlsvcmqmplgl	[864, 1536]	396.562	True	22	Male		Not Hispanic or Latino	['American Indian/Alaska Native', 'White']	Some college	
p7xey9ossdviiivxkbbwirvl	[800, 1280]	427.091	True	20	Male		Not Hispanic or Latino	['White']	Some college	
p8q6xgeuz66a7fiaq9l4ldi7	[1080, 1920]	370.027	True	20	Female		Not Hispanic or Latino	['White']	Some college	
p95yqapklgt5g9gjw5r5tucl	[800, 1422]	381.635	True	20	Female		Hispanic or Latino	['White']	Some college	
p9qae0rw9yw0kjyluj0akfhf	[900, 1440]	337.836	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	NO COMMENT
pa8faukddaeu25vq7gc19o5q	[1080, 1920]	402.548	True	21	Male		Not Hispanic or Latino	['White']	Some college	
pahgiz79e3lnlf65cru472aa	[768, 1366]	197.488	True	47	Male		Not Hispanic or Latino	['White']	Master degree or higher	
pc35dokwv9r27l3pmgrobg9f	[831, 1520]	491.625	True	22	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	
pc47pbfrw7adur5s1eap39aa	[1050, 1680]	380.178	True	19	Male		Not Hispanic or Latino	['White']	Some college	
pcoe9w68pra5y46bb60p4z2h	[1080, 1920]	320.886	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	That was the most difficult pattern study I've ever done. Fun though!
pcrwm8admq6a6k5hka26ouu9	[1841, 980]	408.902	True	30	Male		Not Hispanic or Latino	['White']	Master degree or higher	Interesting
pdbk7ai7kojj5by23yijdyu6	[1916, 980]	341.015	True	18	Female		Hispanic or Latino	['White']	Less than high school	
pf395xh1g6bbc99zqja4aow5	[1080, 1920]	354.93	True	22	Male		Not Hispanic or Latino	['White']	Some college	
pg8szf1l9qbm9ha1hsginwgy	[1080, 1920]	250.273	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	
phn90p3430q5bahnnidc70w9	[1786, 980]	332.731	True	38	Female		Not Hispanic or Latino	['White']	Bachelor degree	
phy0n8m41hplzy9qx3z4ofek	[1050, 1680]	212.45	True	20	Female		Hispanic or Latino	['White']	Some college	
pig2ct90qeloylu8x9ggbg5s	[810, 1080]	401.263	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
pjpf4gpn7em7dthvmn4t51ca	[800, 1422]	522.842	True	25	Male		Not Hispanic or Latino	['White']	Master degree or higher	n/a; everything was clear to me
pjvbs9rsw6va3122ewavzsw2	[735, 1307]	411.053	True	35	Female		Not Hispanic or Latino	['White']	Some college	The pressure of the timer makes it harder. 
pjzsuaonurxcisf1xe021kow	[900, 1440]	390.829	True	21	Female		Hispanic or Latino	['Black or African American']	Bachelor degree	
pktxlw3e866n17d1conf4eac	[900, 1440]	489.21	True	18	Male		Hispanic or Latino	['White']	High school	No
pm9vd1063ymahnif49edcuib	[1080, 1920]	375.589	True	25	Female		Hispanic or Latino	['Black or African American']	Associate degree	
pmrwbijyd8pokfgtmm7c474z	[1080, 1920]	505.072	True	21	Male		Not Hispanic or Latino	['White']	Associate degree	
pokdue7ffjs11ut01tlbz8vd	[1050, 1680]	513.498	True	37	Female		Not Hispanic or Latino	['White']	Some college	
ppgaa4b9lf025gzc9hwou4mw	[768, 1366]	337.821	True	31	Female		Not Hispanic or Latino	['White']	Associate degree	
pqt1rngu144as559m4e40nhw	[864, 1536]	305.422	True	20	Female		Not Hispanic or Latino	['White']	Some college	
prdofq7u9tkkvkck8m7xie8w	[1003, 1504]	322.732	True	18	Female		Not Hispanic or Latino	['White']	Some college	
prkhyfa6fd5ayfeikqca3qfy	[912, 1368]	290.261	True	27	Female		Not Hispanic or Latino	['White']	Master degree or higher	
ps64gfysthazzxn96y0ivvxo	[912, 1368]	423.029	True	24	Female		Not Hispanic or Latino	['White']	Master degree or higher	
psu9ejb0nod8jsjnr4lr1udy	[768, 1366]	273.874	True	20	Female		Not Hispanic or Latino	['White']	Some college	
pt74ju3ssmmsbuuyghetggkp	[1120, 1792]	333.596	True	20	Female		Not Hispanic or Latino	['White']	Some college	no
ptw5g0wqht0etqejsth5t9ee	[900, 1440]	344.921	True	22	Female		Not Hispanic or Latino	['White']	Some college	the images were good sizes
pviq9pv56md70gx26p60e6t9	[900, 1440]	297.978	True	18	Female		Not Hispanic or Latino	['White']	High school	
pw1r7b35dloiewu9o3f7gbmq	[864, 1536]	303.997	True	18	Female		Not Hispanic or Latino	['White']	High school	
pwd1b6aratre0yutqmtt2lia	[1080, 1920]	276.049	True	42	Male		Not Hispanic or Latino	['White']	Master degree or higher	
px4ju8r61ybcynbetn4fpkpu	[900, 1440]	394.795	True	20	Female		Not Hispanic or Latino	['White']	Some college	
pyq2w5429fdj2ghgjt4qbnoa	[1928, 980]	504.51	True	32	Male		Not Hispanic or Latino	['White']	Bachelor degree	The puzzle was great
pz33t09htiil1kzttvp8hrqd	[900, 1440]	376.809	True	29	Female		Not Hispanic or Latino	['White']	Bachelor degree	
pzomn4d304twbs33rvirrj41	[1080, 1920]	432.263	True	39	Female		Hispanic or Latino	['White']	Some college	
q038vq6hv85iqgrq1wr7akl9	[1440, 2560]	289.256	True	30	Female		Not Hispanic or Latino	['White']	Bachelor degree	that was fun!
q059u18vo6uyuh4wtgsdswfg	[900, 1440]	349.295	True	23	Female		Not Hispanic or Latino	['Native Hawaiian or other Pacific Islander', 'White']	Some college	
q185wqohhj40gf05yv020g8m	[720, 1280]	311.302	True	26	Male		Rather not say	['Rather not say']	Bachelor degree	
qaowi7ug3ppa49yuuqgfzwfp	[657, 1366]	403.636	True	29	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
qcafe10p1ahripz799uhzrm9	[1525, 980]	333.887	True	33	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
qdjjtxzsv2173385x11av6qm	[800, 1280]	326.531	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
qe88yntuw21fefeelxzleo3x	[1050, 1680]	350.038	True	19	Male		Not Hispanic or Latino	['Asian', 'White']	Some college	
qg7y6akl8otxgjz8r4xwjlp6	[768, 1366]	455.133	True	38	Male		Not Hispanic or Latino	['White']	Master degree or higher	
qht4u6pdz1yplbciantlfleg	[853, 1517]	430.252	True	21	Male		Not Hispanic or Latino	['White']	High school	
qihx5unmoy0nkmmv0u2da7h2	[900, 1440]	424.582	True	24	Female		Not Hispanic or Latino	['American Indian/Alaska Native', 'Asian', 'White']	Bachelor degree	very engaging! I liked this survey a lot!
qk1ile1163265gnzzwneise1	[900, 1440]	329.21	True	21	Female		Hispanic or Latino	['White']	High school	
qkflu15ih48pyx6llghsjhmu	[768, 1366]	364.679	True	30	Male		Not Hispanic or Latino	['Black or African American']	Associate degree	
qkp881homezaqofyo5k476xs	[960, 1536]	188.94	True	19	Female		Not Hispanic or Latino	['White']	High school	
qljtqe2mz191ug4t0t8d6ty0	[900, 1440]	369.485	True	20	Female		Not Hispanic or Latino	['White']	Some college	
qm84lq798onyytiudjxcqged	[800, 1280]	338.657	True	28	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
qnqwhqpsmagxq482zl6cd9md	[1708, 981]	357.71	True	41	Male		Not Hispanic or Latino	['American Indian/Alaska Native']	Bachelor degree	No comment 
qnw8d42yvbjcfgq57uai2o7i	[900, 1440]	355.369	True	24	Female		Not Hispanic or Latino	['Rather not say']	Bachelor degree	
qqm84gups8dnmz1mufi2duyt	[1050, 1680]	338.486	True	22	Male		Not Hispanic or Latino	['White']	Some college	
qqux8g17dcceudbvbv8p0tc8	[720, 1280]	341.03	True	52	Male		Not Hispanic or Latino	['White']	Master degree or higher	NA
qqwgzfhtt4yewcjcf5f8oeii	[900, 1440]	537.295	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	
qrct31ibfodan5fuwt81ohbm	[900, 1440]	234.411	True	18	Female		Not Hispanic or Latino	['White']	High school	
qsfx5o0gdlavorxzpk0syjw2	[900, 1440]	330.986	True	22	Male		Not Hispanic or Latino	['White']	High school	
qshme3ps4xew81gpypl7l8a9	[1024, 1280]	304.482	True	63	Female		Not Hispanic or Latino	['White']	High school	No
qsjzguhurwpww3swub4k7ra8	[864, 1536]	339.177	True	21	Female		Not Hispanic or Latino	['Native Hawaiian or other Pacific Islander', 'White']	Some college	
quv1vt4virdfo8afv6ep676r	[1080, 1920]	327.887	True	33	Male		Not Hispanic or Latino	['White']	High school	
qvhvyke7l1n87mkjbk6vt2gp	[768, 1366]	509.811	True	23	Female		Not Hispanic or Latino	['White']	High school	
qwyfg0aaouh0lolywlkiz4aa	[1080, 1920]	312.119	True	25	Female		Not Hispanic or Latino	['Asian']	Bachelor degree	images were fine and can be seen clearly 
qxazh3x4r7up131vwxpkeu9u	[900, 1440]	443.386	True	18	Male		Not Hispanic or Latino	['Asian', 'White']	High school	
qy0cx6u91y8rhh1s6rsmcah1	[1440, 2560]	235.073	True	24	Male		Hispanic or Latino	['White']	Bachelor degree	
qyeer2wafwandwmfhvjbnje6	[864, 1536]	416.837	True	20	Female		Not Hispanic or Latino	['White']	Some college	
qzfz1vhcxdcsexj705e9yewn	[800, 1280]	349.556	True	32	Male		Not Hispanic or Latino	['Black or African American']	Some college	
r0ywiuzbhksnyqgbvet8olah	[864, 1536]	284.413	True	36	Male		Not Hispanic or Latino	['White']	Some college	none
r3b05yxd3uz12t4fvulu2lxd	[900, 1440]	406.405	True	18	Male		Not Hispanic or Latino	['Asian', 'White']	High school	
r5e3mtvk86osgwu9u24idh2g	[683, 1708]	942.221	True	39	Male		Not Hispanic or Latino	['White']	Master degree or higher	
r6t600bl7hw6clo5ra8q1j5v	[864, 1536]	378.853	True	26	Female		Not Hispanic or Latino	['White']	Master degree or higher	
r72mx919wcjkgf4ntsu94pxm	[800, 1280]	374.744	True	19	Female		Not Hispanic or Latino	['White']	Some college	
r7q7ga0zbf17u7cczaao2mzc	[864, 1536]	260.83	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	
r8t0ef6r0tzetihcebrzdrb8	[900, 1440]	508.989	True	18	Female		Not Hispanic or Latino	['Asian']	High school	no comment
r8w76z5cd7gjxusnpc3qxrhp	[1080, 1920]	461.988	True	31	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
r97qw53z147758end2ny84qs	[864, 1536]	414.29	True	23	Male		Not Hispanic or Latino	['White']	Master degree or higher	
rcsai83fhf5lxeeqk7e8rdcv	[800, 1422]	412.691	True	27	Male		Not Hispanic or Latino	['White']	Master degree or higher	
rcxffsyt1nnw6wm7xu2ppww8	[720, 1280]	334.895	True	21	Female		Not Hispanic or Latino	['White']	Some college	
rfd1jmbnu8evw0zebwznk2z8	[900, 1440]	305.014	True	20	Female		Not Hispanic or Latino	['White']	Some college	
rfkok0a4cozo2limde5reqvq	[912, 1368]	365.1	True	20	Male		Not Hispanic or Latino	['White']	Some college	
rgazlblrzyxync71sejian4z	[1440, 2560]	312.498	True	18	Male		Not Hispanic or Latino	['White']	High school	NA
rge4b8vlsuu5v1357bocnzdi	[900, 1440]	409.998	True	34	Female		Not Hispanic or Latino	['White']	Bachelor degree	
rhwvkk5krk01g9k8iw06h17g	[1050, 1680]	439.797	True	27	Female		Not Hispanic or Latino	['White']	Bachelor degree	
richzagvg42dka0e7mrfgnd8	[1440, 2560]	452.155	True	32	Female		Not Hispanic or Latino	['White']	High school	
rifalecbcsn33f350sbnibg9	[900, 1440]	358.099	True	23	Female		Not Hispanic or Latino	['Asian', 'White']	Bachelor degree	
rjndmtnufbtg3stbn10an0m0	[768, 1366]	378.14	True	37	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	None
rle0gtd7x7k6zahs3mjyd3iy	[912, 1368]	405.056	True	18	Male		Hispanic or Latino	['White']	High school	
rn4ce5rvcc9sw4dtu3f79o6r	[1080, 1920]	462.667	True	60	Female		Not Hispanic or Latino	['White']	Bachelor degree	
rngtcz4xoxlj1oh3tqv6rbcb	[900, 1440]	292.17	True	28	Male		Not Hispanic or Latino	['Asian', 'White']	Master degree or higher	
rpafgw64orpqobcjs41ippsh	[768, 1366]	467.496	True	60	Male		Not Hispanic or Latino	['White']	Master degree or higher	hard exercise
rrbsr9blf9a5qrata36xbmsi	[900, 1440]	401.908	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
rrqt9p0r469obqcaba2xmt4i	[864, 1536]	386.209	True	31	Male		Not Hispanic or Latino	['White']	Bachelor degree	This was a TOUGH exercise. Very mentally challenging trying to determine which puzzle piece fit in the correct place. Well done by the researcher who crafted this.
ru1g7mm0li93b0a5kgy7iwle	[900, 1440]	393.822	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
ruux14z041igslwqa3r6kbtj	[900, 1440]	324.005	True	20	Male		Not Hispanic or Latino	['White']	Bachelor degree	fun
rv6fiklr531986ldfwam5l24	[2040, 979]	470.464	True	37	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	
rv6jibde7p22io8rib5aeo6f	[768, 1366]	418.245	True	39	Male		Not Hispanic or Latino	['White']	Master degree or higher	
rwlzg8kcsaqou0ewatmlh92p	[829, 1243]	188.126	True	25	Female		Not Hispanic or Latino	['Black or African American', 'White']	Bachelor degree	
rx76mm0321tvci1jhtjfmro2	[864, 1536]	305.785	True	27	Male		Not Hispanic or Latino	['White']	Bachelor degree	
rxvhjrxxqcktokl5of1j5o45	[900, 1440]	431.464	True	20	Female		Not Hispanic or Latino	['White']	Some college	
ryw7v5wfb5ww4p4xuld8wesj	[768, 1366]	307.527	True	21	Female		Not Hispanic or Latino	['White']	Some college	images were a little overwhelming on part two
rzkrtrpsoyeqehqc907403jv	[1080, 1920]	347.138	True	26	Female		Not Hispanic or Latino	['White']	Bachelor degree	
s0vso34kr4rilv4fnctdkufo	[800, 1280]	344.134	True	24	Female		Not Hispanic or Latino	['White']	Associate degree	Shapes were a little small in some pictures
s3nsvd6f9iwfogj39qts7bda	[1080, 1920]	260.23	True	28	Male		Not Hispanic or Latino	['White']	Some college	
s41glqicrltg6pfjm6sl39zz	[1525, 980]	156.621	True	35	Male		Not Hispanic or Latino	['Black or African American']	Bachelor degree	
s4flm8gpq4ggpiuxdvz8qegs	[768, 1366]	467.527	True	34	Male		Not Hispanic or Latino	['White']	Master degree or higher	
s5xgmaazlfygg8xzy7nhavr6	[900, 1440]	374.037	True	27	Female		Not Hispanic or Latino	['White']	Bachelor degree	
s658lxmv4vh58mj4v71ty4uu	[768, 1366]	476.066	True	33	Male		Not Hispanic or Latino	['White']	Master degree or higher	
s664797k76032w0fsrdmz7hp	[900, 1440]	318.495	True	27	Female		Not Hispanic or Latino	['White']	Master degree or higher	
s88uka5ddbitw78yh38aey4k	[900, 1440]	329.844	True	25	Female		Not Hispanic or Latino	['White']	Master degree or higher	
s8ax8r0ez3gvlpnhof1ephm3	[1080, 1920]	305.574	True	28	Female		Not Hispanic or Latino	['White']	Some college	
s9c2f6vyt0pgkv6aybfkhw02	[900, 1440]	415.4	True	18	Female		Not Hispanic or Latino	['White']	High school	
s9gbeivbgy54kqu79em5ojq9	[900, 1440]	351.073	True	19	Female		Not Hispanic or Latino	['White']	High school	
sa3iazfcsonzxpfyyt5xzmrp	[1024, 1280]	509.534	True	37	Female		Hispanic or Latino	['White']	Bachelor degree	
sawv2d6eih9zg4tdj9ec4u2m	[800, 1280]	319.25	True	28	Male		Not Hispanic or Latino	['White']	Master degree or higher	that was hard!
sc2qtdd29yduu2n8n9fge4v7	[900, 1440]	367.339	True	20	Female		Not Hispanic or Latino	['White']	Some college	no comment
scyqillfkavwf7yh4ju90tym	[1080, 1920]	430.809	True	33	Male		Not Hispanic or Latino	['White']	Associate degree	Some of these hurt my brain, thanks.
sdcs16gmr1bfcbl839dp21uz	[900, 1440]	450.666	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
sddhsu5lsspu0do4utajad8e	[900, 1440]	218.33	True	23	Female		Not Hispanic or Latino	['White']	Associate degree	
sdnwb3wvwm2iyqms1myksqow	[1080, 1920]	502.35	True	30	Male		Not Hispanic or Latino	['White']	Some college	The puzzles really made me think under a strict time limit. It was fun.
senn0bekdnon8ciup3mfej2c	[768, 1366]	419.753	True	19	Female		Not Hispanic or Latino	['White']	High school	
sh1o7xm3qnq9zor7lhk40kev	[900, 1440]	405.852	True	21	Female		Hispanic or Latino	['White']	High school	
sh3hponphz0e6uwpganyhumn	[1884, 980]	930.617	True	40	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	A good study. 
shj9k00xm0ip8w7xo1gesade	[768, 1366]	626.858	True	32	Male		Not Hispanic or Latino	['White']	Master degree or higher	It was a challenging task
slhsoy2n9yk7mzhvc0g9cfsc	[768, 1366]	350.033	True	45	Male		Not Hispanic or Latino	['White']	Master degree or higher	no
slmdfjqjoxkwyl16w634wjct	[900, 1440]	466.288	True	18	Male		Not Hispanic or Latino	['White']	Less than high school	Those warmups gave me a whole lot of false confidence.
slmyics08xxfmgiffkgogqzd	[1080, 1920]	328.238	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
so3wozfw8hpxj0oyxh6pjhxv	[864, 1536]	367.624	True	26	Male		Not Hispanic or Latino	['White']	Bachelor degree	
sp7f8oz05pwwhr7iggky2sub	[900, 1440]	352.455	True	19	Female		Not Hispanic or Latino	['White']	Some college	no comment
spbaim1ubor9d9sbweslv8or	[800, 1422]	248.917	True	19	Female		Not Hispanic or Latino	['White']	Some college	
spkiuvizweo90yryr36mxmfd	[1080, 1920]	510.455	True	21	Male		Not Hispanic or Latino	['White']	High school	
sq3n2yrc9oix9xbf7j6ta6kf	[900, 1440]	486.966	True	18	Female		Not Hispanic or Latino	['Asian']	High school	
sqh9huqpgolupw7rzr0gq0yq	[864, 1536]	413.279	True	22	Male		Not Hispanic or Latino	['White']	Some college	I want to know what I got right and why, and what I got wrong and why. I need validation, haha.
squpbxm5amwhg3yr3hff3wb3	[768, 1366]	390.439	True	36	Male		Unknown	['White']	Some college	not too small
srue929wie58a44hsus7u3pq	[900, 1440]	284.734	True	20	Female		Not Hispanic or Latino	['White']	Some college	
ssxk4309w1a2lru7zl62jn4b	[1050, 1680]	295.969	True	22	Male		Not Hispanic or Latino	['White']	Some college	A little hard to see sometimes.
st2k1ipv8pl42t1zuckvjanf	[1120, 1792]	464.044	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
stqaafkik0wp2svtvczs3thy	[637, 1600]	1044.48	True	44	Male		Not Hispanic or Latino	['White']	Bachelor degree	i enjoyed this survey studies.
sv4bbk4ggj3zzq84rhk8gafh	[1007, 1920]	356.028	True	41	Male		Not Hispanic or Latino	['White']	Master degree or higher	
sw1664uyq2kk0hiy93um28y2	[768, 1366]	525.011	True	39	Male		Not Hispanic or Latino	['American Indian/Alaska Native', 'Native Hawaiian or other Pacific Islander', 'Black or African American']	Associate degree	No comment
sw3vjhrne39iaqnyggi2ecxi	[864, 1536]	326.527	True	20	Female		Not Hispanic or Latino	['White']	Associate degree	
sx9fp4zmvwn6dpoe9azndvlv	[900, 1440]	299.809	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	
sybujbswng9l1imoys6zqeav	[900, 1440]	383.458	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
t05ik2isnyaxcwmdpgscpgpy	[900, 1600]	423.125	True	27	Male		Not Hispanic or Latino	['White']	Bachelor degree	Very engaging puzzle!
t2ubbcwfqwoox7b7adhxfxll	[912, 1368]	292.296	True	21	Male		Not Hispanic or Latino	['White']	Some college	
t3ea20ros2a2simnidv0tr1b	[1080, 1920]	428.837	True	24	Male		Not Hispanic or Latino	['White']	Bachelor degree	no comment
t5oi693gj1fmyra1j7y1z9rn	[912, 1368]	359.632	True	21	Female		Not Hispanic or Latino	['White']	Associate degree	
t6abtt8i4dtx1rx3o9v711fe	[864, 1536]	335.018	True	23	Male		Not Hispanic or Latino	['White']	Bachelor degree	
t6iyl0ad1e03glkt0bblw75j	[731, 1300]	324.181	True	18	Female		Not Hispanic or Latino	['White']	High school	
t6r2w7z32qub96r0c7fdlntu	[800, 1280]	371.17	True	30	Male		Hispanic or Latino	['Rather not say']	Bachelor degree	Very difficult
t9839zznyhvt85eibl5moifh	[864, 1536]	460.544	True	23	Male		Not Hispanic or Latino	['Asian', 'White']	Bachelor degree	
t9b1x9y0oyxcf8vhff8buu0x	[768, 1366]	308.095	True	20	Female		Not Hispanic or Latino	['White']	Some college	no comment
t9l0php3oidzp3sm146gdzbc	[900, 1440]	448.627	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	Many of the images were too small. The shade of blue was often a little tough on the eyes as well from that small of an image.
t9vvv1623tbhjubm8xa1aqb1	[1080, 1920]	534.624	True	26	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	The task seems to look a bit confusing 
tbb3mwap256tjfutn1ylzrmr	[800, 1422]	335.417	True	23	Female		Not Hispanic or Latino	['White']	Bachelor degree	
tcjc100a3kyhceh1ocl3idq8	[720, 1280]	309.388	True	56	Male		Not Hispanic or Latino	['White']	Master degree or higher	NA
tdupaf7lg51fabubz38tvzv5	[800, 1280]	682.644	True	31	Male		Hispanic or Latino	['White']	Master degree or higher	the 30 seconds was short because the puzzles are techincal
teat8czvvygoonbwx86c85jn	[1120, 1792]	446.954	True	47	Male		Not Hispanic or Latino	['White']	Master degree or higher	That was awesome and fun!!
tfa4znf5y1wsi4l6kt8uizdx	[900, 1440]	390.272	True	21	Female		Not Hispanic or Latino	['White']	High school	
tftbqlb11qdi1am7zypd9fg7	[900, 1440]	391.854	True	25	Female		Not Hispanic or Latino	['White']	Bachelor degree	
tidvung7oz1ih2usl3gemtkm	[720, 1280]	460.443	True	32	Male		Not Hispanic or Latino	['Asian']	Master degree or higher	there should be a timer
tiejrlsk1o211kf1sa1g390i	[1120, 1792]	460.479	True	22	Male		Not Hispanic or Latino	['White']	Bachelor degree	
tij927ayuolgojgownmwfsll	[768, 1366]	218.432	True	31	Male		Not Hispanic or Latino	['Black or African American']	Master degree or higher	no
tk359vhwkve8g2p0fcemdums	[720, 1280]	278.35	True	27	Female		Not Hispanic or Latino	['White']	Bachelor degree	
tlvesdku3wbrjmw2vc81o2yv	[1050, 1680]	266.852	True	24	Female		Not Hispanic or Latino	['White']	Bachelor degree	these were so hard haha
tm8tuw1pb8x7xkfvdvk193x1	[1080, 1920]	360.572	True	20	Male		Not Hispanic or Latino	['White']	Some college	
tmwgiud9yafb4ndv2o2o9g7y	[900, 1440]	250.331	True	20	Female		Not Hispanic or Latino	['White']	Some college	
tnhklic5iyq0vh5fqatla2al	[900, 1440]	386.434	True	22	Female		Not Hispanic or Latino	['White']	Bachelor degree	
